Account,Email Date,Subject,Type,Brand,Product ID,Product Name
yjw0817@gmail.com,"Nov 15, 2025, 4:19 AM",(심사번호: 501147397 - 심사중) [쿠팡/Coupang] 유통경로 확인 요청 안내(Please provide proof of purchase)_A01294438_언더아머,single,언더아머,15866646714,"언더아머 Under Armour 남성용 스텔라 G2 방수 밀리터리 및 전술 부츠, 블랙 (001"
yjw0817@gmail.com,"Nov 15, 2025, 4:19 AM",(심사번호: 501147585 - 심사중) [쿠팡/Coupang] 유통경로 확인 요청 안내(Please provide proof of purchase)_A01294438_뉴발란스,multiple,뉴발란스,15866654991,"뉴발란스 New Balance 남성용 997 SL 골프화, 블랙/화이트., 9.5"
yjw0817@gmail.com,"Nov 15, 2025, 4:19 AM",(심사번호: 501147585 - 심사중) [쿠팡/Coupang] 유통경로 확인 요청 안내(Please provide proof of purchase)_A01294438_뉴발란스,multiple,뉴발란스,15866657917,"뉴발란스 New Balance 여성용 프레시 폼 링크 Sl V2 골프화, 회색."
yjw0817@gmail.com,"Nov 15, 2025, 4:19 AM",(심사번호: 501147635 - 심사중) [쿠팡/Coupang] 유통경로 확인 요청 안내(Please provide proof of purchase)_A01294438_아식스,single,아식스,15866657599,"아식스 ASICS 여성용 Gel-Course Glide 골프화, 글레이셔 그레이/아쿠아리움"
yjw0817@gmail.com,"Nov 11, 2025, 4:20 PM",(심사번호: 499608717 - 심사중) [쿠팡/Coupang] 유통경로 확인 요청 안내(Please provide proof of purchase)_A01294438_푸마,multiple,푸마,15859206955,Puma 376783027 Tustin Fusion 슬립온 Puma 블랙 퓨마 화이트 7 여성용
yjw0817@gmail.com,"Nov 11, 2025, 4:20 PM",(심사번호: 499608717 - 심사중) [쿠팡/Coupang] 유통경로 확인 요청 안내(Please provide proof of purchase)_A01294438_푸마,multiple,푸마,15859274850,"PUMA 여성용 Mattr Soto Ss 폴로, 모브드 아웃 화이트 글로, XS"
yjw0817@gmail.com,"Nov 11, 2025, 4:20 PM",(심사번호: 499608717 - 심사중) [쿠팡/Coupang] 유통경로 확인 요청 안내(Please provide proof of purchase)_A01294438_푸마,multiple,푸마,15859318158,"PUMA 여성용 You-v 솔리드 1/4 지퍼, Puma 블랙 쉐이드, S"
yjw0817@gmail.com,"Nov 11, 2025, 4:16 PM",(심사번호: 499604101 - 심사중) [쿠팡/Coupang] 유통경로 확인 요청 안내(Please provide proof of purchase)_A01294438_타이틀리스트,multiple,타이틀리스트,15859180074,"Titleist 골프 플레이어 볼 마커 모자 2025, 블랙|화이트., 단일 사이즈"
yjw0817@gmail.com,"Nov 11, 2025, 4:16 PM",(심사번호: 499604101 - 심사중) [쿠팡/Coupang] 유통경로 확인 요청 안내(Please provide proof of purchase)_A01294438_타이틀리스트,multiple,타이틀리스트,15859245176,"TITLEIST HJ22CCM BKWT Players Performance Ball Marker Cap, Black x White Men's"
yjw0817@gmail.com,"Nov 11, 2025, 3:05 PM",(심사번호: 499577232 - 심사중) [쿠팡/Coupang] 유통경로 확인 요청 안내(Please provide proof of purchase)_A01294438_언더아머,multiple,언더아머,15859067904,Under Armour 남성용 발세츠 RTS 1.5 밀리터리 텍티컬 부츠 블랙 (001
yjw0817@gmail.com,"Nov 11, 2025, 3:05 PM",(심사번호: 499577232 - 심사중) [쿠팡/Coupang] 유통경로 확인 요청 안내(Please provide proof of purchase)_A01294438_언더아머,multiple,언더아머,15859067940,"Under Armour 남성용 Valsetz Rts 1.5 밀리터리 및 전술 부츠, 블랙/블랙"
yjw0817@gmail.com,"Nov 11, 2025, 3:05 PM",(심사번호: 499577232 - 심사중) [쿠팡/Coupang] 유통경로 확인 요청 안내(Please provide proof of purchase)_A01294438_언더아머,multiple,언더아머,15859210208,Under Armour 여성용 HOVR 페이드 스파이크리스 골프화 화이트 101/베타 5.5
yjw0817@gmail.com,"Nov 14, 2025, 11:17 AM",[쿠팡/Coupang] 유통경로 확인 요청 안내(Please provide proof of purchase)_A01294438_폴로랄프로렌,brand,폴로랄프로렌,15865172102,"폴로랄프로렌 Polo Ralph Lauren 언더웨어 남성용 스트레치 클래식 핏 트렁크 3팩, 앤도버/차콜/폴로 블랙, 라지"
yjw0817@gmail.com,"Nov 14, 2025, 11:17 AM",[쿠팡/Coupang] 유통경로 확인 요청 안내(Please provide proof of purchase)_A01294438_폴로랄프로렌,brand,폴로랄프로렌,15865175639,"폴로랄프로렌 POLO RALPH LAUREN 남성용 클래식 핏 면 탱크 3팩, 블랙/레드 - 3팩, L"
yjw0817@gmail.com,"Nov 14, 2025, 11:17 AM",[쿠팡/Coupang] 유통경로 확인 요청 안내(Please provide proof of purchase)_A01294438_폴로랄프로렌,brand,폴로랄프로렌,15865178346,"폴로랄프로렌 POLO RALPH LAUREN 남성용 슈프림 컴포트 PJ 팬츠, P052RL, 네이비/폴로 레드, 2XL"
yjw0817@gmail.com,"Nov 8, 2025, 4:19 AM",(심사번호: 498598105 - 심사중) [쿠팡/Coupang] 유통경로 확인 요청 안내(Please provide proof of purchase)_A01294438_오랄비,single,오랄비,15852957705,Oral-B iO 시리즈 7 전동 칫솔 블랙 오닉스 컬러 교체형 브러시 헤드 2개입
yjw0817@gmail.com,"Nov 5, 2025, 8:31 AM",(심사번호: 497324679 - 심사중) [쿠팡/Coupang] 유통경로 확인 요청 안내(Please provide proof of purchase)_A01294438_캉골,multiple,캉골,15846825116,"Kangol 패턴 플렉스핏 캡, 남성 및 여성용, 라지/XL, 블랙 격자무늬, 블랙 격자무늬"
yjw0817@gmail.com,"Nov 5, 2025, 8:31 AM",(심사번호: 497324679 - 심사중) [쿠팡/Coupang] 유통경로 확인 요청 안내(Please provide proof of purchase)_A01294438_캉골,multiple,캉골,15846825610,"Kangol 남성용 비니, 오일 그린"
yjw0817@gmail.com,"Nov 5, 2025, 8:31 AM",(심사번호: 497324679 - 심사중) [쿠팡/Coupang] 유통경로 확인 요청 안내(Please provide proof of purchase)_A01294438_캉골,multiple,캉골,15846829187,"Kangol 여성용 Furgora 캐주얼 버킷 모자, 블랙."
yjw0817@gmail.com,"Nov 7, 2025, 4:21 AM",(심사번호: 498189280 - 심사중) [쿠팡/Coupang] 유통경로 확인 요청 안내(Please provide proof of purchase)_A01294438_라코스테,multiple,라코스테,15851026424,"Lacoste 100% 면 퍼케일 4피스 시트 세트 - 딥 포켓이 있는 경량 울트라 소프트 침구, 주름 방지, 저자극성 및 내구성, Oeko-Tex 인증 - 블러시, 퀸"
yjw0817@gmail.com,"Nov 7, 2025, 4:21 AM",(심사번호: 498189280 - 심사중) [쿠팡/Coupang] 유통경로 확인 요청 안내(Please provide proof of purchase)_A01294438_라코스테,multiple,라코스테,15851098920,"Lacoste Slice 100% 면 퍼케일 3피스 시트 세트 - 시원함, 선명함, 매트, 내구성, Oeko-Tex 인증 - 프린트, 빈티지 인디고, 트윈 XL"
yjw0817@gmail.com,"Nov 7, 2025, 4:21 AM",(심사번호: 498189280 - 심사중) [쿠팡/Coupang] 유통경로 확인 요청 안내(Please provide proof of purchase)_A01294438_라코스테,multiple,라코스테,15851143738,"Lacoste 자수 큰 악어 장식 베개, 40.6cm x 61cm(16인치 x 24인치"
yjw0817@gmail.com,"Nov 5, 2025, 8:31 AM",(심사번호: 497323107 - 심사중) [쿠팡/Coupang] 유통경로 확인 요청 안내(Please provide proof of purchase)_A01294438_아크테릭스,single,아크테릭스,15846811152,"Arc'teryx Sinsolo 버킷 모자 - 재디자인 | 유포리아, 라지 XL"
yjw0817@gmail.com,"Nov 5, 2025, 8:31 AM",(심사번호: 497323421 - 심사중) [쿠팡/Coupang] 유통경로 확인 요청 안내(Please provide proof of purchase)_A01294438_캘러웨이골프,multiple,캘러웨이골프,15846815507,Callaway Golf Side Crest 여성용 컬렉션 헤드웨어 (블랙
yjw0817@gmail.com,"Nov 5, 2025, 8:31 AM",(심사번호: 497323421 - 심사중) [쿠팡/Coupang] 유통경로 확인 요청 안내(Please provide proof of purchase)_A01294438_캘러웨이골프,multiple,캘러웨이골프,15846815930,Callaway Golf Side Crest (스트링 모자
yjw0817@gmail.com,"Nov 5, 2025, 8:31 AM",(심사번호: 497323421 - 심사중) [쿠팡/Coupang] 유통경로 확인 요청 안내(Please provide proof of purchase)_A01294438_캘러웨이골프,multiple,캘러웨이골프,15846820395,Callaway Golf 여성용 스티치 마그넷 컬렉션 헤드웨어 (라벤더 헤이즈
yjw0817@gmail.com,"Nov 11, 2025, 4:16 PM",(심사번호: 499603851 - 심사중) [쿠팡/Coupang] 유통경로 확인 요청 안내(Please provide proof of purchase)_A01294438_뉴발란스,multiple,뉴발란스,15859176741,"New Balance 여성용 574 Greens V2 골프화, 도브/핑크"
yjw0817@gmail.com,"Nov 11, 2025, 4:16 PM",(심사번호: 499603851 - 심사중) [쿠팡/Coupang] 유통경로 확인 요청 안내(Please provide proof of purchase)_A01294438_뉴발란스,multiple,뉴발란스,15859197013,"New Balance 남성용 골프화, 화이트/그레이, 9 와이드"
yjw0817@gmail.com,"Nov 11, 2025, 4:16 PM",(심사번호: 499603851 - 심사중) [쿠팡/Coupang] 유통경로 확인 요청 안내(Please provide proof of purchase)_A01294438_뉴발란스,multiple,뉴발란스,15859198739,"New Balance 남성용 574 Greens V2 골프화, 네이비"
